title,year,release_date,total_gross_domestic,max_theaters,genre,budget_chart,detail_url
The Little Mermaid,2023,May 26,298172056.0,4320.0,-,,https://www.boxofficemojo.com/release/rl1913750273/?ref_=bo_yld_table_6
Avatar: The Way of Water,2023,Dec 16,684075767.0,4340.0,-,,https://www.boxofficemojo.com/release/rl3372254721/?ref_=bo_yld_table_7
Ant-Man and the Wasp: Quantumania,2023,Feb 17,214504909.0,4345.0,-,,https://www.boxofficemojo.com/release/rl3195306753/?ref_=bo_yld_table_8
John Wick: Chapter 4,2023,Mar 24,187131806.0,3855.0,-,,https://www.boxofficemojo.com/release/rl1644725761/?ref_=bo_yld_table_9
Sound of Freedom,2023,Jul 4,184178046.0,3411.0,-,,https://www.boxofficemojo.com/release/rl4254237441/?ref_=bo_yld_table_10
Taylor Swift: The Eras Tour,2023,Oct 13,180756269.0,3855.0,-,,https://www.boxofficemojo.com/release/rl4054352641/?ref_=bo_yld_table_11
Indiana Jones and the Dial of Destiny,2023,Jun 30,174480468.0,4600.0,-,,https://www.boxofficemojo.com/release/rl2776598017/?ref_=bo_yld_table_12
Mission: Impossible - Dead Reckoning Part One,2023,Jul 12,172640980.0,4327.0,-,,https://www.boxofficemojo.com/release/rl1896449537/?ref_=bo_yld_table_13
The Hunger Games: The Ballad of Songbirds & Snakes,2023,Nov 17,166350594.0,3776.0,-,,https://www.boxofficemojo.com/release/rl1262387969/?ref_=bo_yld_table_14
Transformers: Rise of the Beasts,2023,Jun 9,157341749.0,3680.0,-,,https://www.boxofficemojo.com/release/rl1606320641/?ref_=bo_yld_table_15
Creed III,2023,Mar 3,156248615.0,4007.0,-,,https://www.boxofficemojo.com/release/rl1713734401/?ref_=bo_yld_table_16
Elemental,2023,Jun 16,154426697.0,4035.0,-,,https://www.boxofficemojo.com/release/rl1811383041/?ref_=bo_yld_table_17
Fast X,2023,May 19,146126015.0,4088.0,-,,https://www.boxofficemojo.com/release/rl209683969/?ref_=bo_yld_table_18
Five Nights at Freddy's,2023,Oct 27,137275620.0,3789.0,-,,https://www.boxofficemojo.com/release/rl764248833/?ref_=bo_yld_table_19
Wonka,2023,Dec 15,218402312.0,4213.0,-,,https://www.boxofficemojo.com/release/rl2942927617/?ref_=bo_yld_table_20
Puss in Boots: The Last Wish,2023,Dec 21,186090535.0,4121.0,-,,https://www.boxofficemojo.com/release/rl3899622145/?ref_=bo_yld_table_21
Teenage Mutant Ninja Turtles: Mutant Mayhem,2023,Aug 2,118700272.0,3950.0,-,,https://www.boxofficemojo.com/release/rl393904897/?ref_=bo_yld_table_22
Scream VI,2023,Mar 10,108391107.0,3676.0,-,,https://www.boxofficemojo.com/release/rl1714914049/?ref_=bo_yld_table_23
The Flash,2023,Jun 16,108133313.0,4256.0,-,,https://www.boxofficemojo.com/release/rl2225635841/?ref_=bo_yld_table_24
Trolls Band Together,2023,Nov 17,103270155.0,3893.0,-,,https://www.boxofficemojo.com/release/rl577798913/?ref_=bo_yld_table_25
M3GAN,2023,Jan 6,95159005.0,3628.0,-,,https://www.boxofficemojo.com/release/rl1110147841/?ref_=bo_yld_table_26
Dungeons & Dragons: Honor Among Thieves,2023,Mar 31,93549650.0,3856.0,-,,https://www.boxofficemojo.com/release/rl1879410177/?ref_=bo_yld_table_27
The Equalizer 3,2023,Sep 1,92373751.0,3965.0,-,,https://www.boxofficemojo.com/release/rl1430029057/?ref_=bo_yld_table_28
The Nun II,2023,Sep 8,86267073.0,3743.0,-,,https://www.boxofficemojo.com/release/rl1339523841/?ref_=bo_yld_table_29
The Marvels,2023,Nov 10,84500223.0,4030.0,-,,https://www.boxofficemojo.com/release/rl247366145/?ref_=bo_yld_table_30
Meg 2: The Trench,2023,Aug 4,82600317.0,3604.0,-,,https://www.boxofficemojo.com/release/rl3090514689/?ref_=bo_yld_table_31
Insidious: The Red Door,2023,Jul 7,82156962.0,3188.0,-,,https://www.boxofficemojo.com/release/rl1137607425/?ref_=bo_yld_table_32
Aquaman and the Lost Kingdom,2023,Dec 22,124481226.0,3787.0,-,,https://www.boxofficemojo.com/release/rl3003745793/?ref_=bo_yld_table_33
Blue Beetle,2023,Aug 18,72488072.0,3871.0,-,,https://www.boxofficemojo.com/release/rl3693445889/?ref_=bo_yld_table_34
Haunted Mansion,2023,Jul 28,67653287.0,3740.0,-,,https://www.boxofficemojo.com/release/rl707822337/?ref_=bo_yld_table_35
Killers of the Flower Moon,2023,Oct 20,68035488.0,3786.0,-,,https://www.boxofficemojo.com/release/rl629703425/?ref_=bo_yld_table_36
Evil Dead Rise,2023,Apr 21,67233054.0,3417.0,-,,https://www.boxofficemojo.com/release/rl1289192193/?ref_=bo_yld_table_37
The Exorcist: Believer,2023,Oct 6,65537395.0,3684.0,-,,https://www.boxofficemojo.com/release/rl2047378177/?ref_=bo_yld_table_38
PAW Patrol: The Mighty Movie,2023,Sep 29,65343309.0,4027.0,-,,https://www.boxofficemojo.com/release/rl3038479105/?ref_=bo_yld_table_39
Cocaine Bear,2023,Feb 24,64670240.0,3571.0,-,,https://www.boxofficemojo.com/release/rl2503901953/?ref_=bo_yld_table_40
A Man Called Otto,2023,Dec 30,64267657.0,3957.0,-,,https://www.boxofficemojo.com/release/rl3442377473/?ref_=bo_yld_table_41
Wish,2023,Nov 22,63973821.0,3900.0,-,,https://www.boxofficemojo.com/release/rl3097657857/?ref_=bo_yld_table_42
Napoleon,2023,Nov 22,61524375.0,3500.0,-,,https://www.boxofficemojo.com/release/rl2710274817/?ref_=bo_yld_table_43
Shazam! Fury of the Gods,2023,Mar 17,57638006.0,4071.0,-,,https://www.boxofficemojo.com/release/rl162234881/?ref_=bo_yld_table_44
Migration,2023,Dec 22,127630880.0,3839.0,-,,https://www.boxofficemojo.com/release/rl83920385/?ref_=bo_yld_table_45
Saw X,2023,Sep 29,53607898.0,3262.0,-,,https://www.boxofficemojo.com/release/rl1926595329/?ref_=bo_yld_table_46
Air,2023,Apr 5,52460106.0,3507.0,-,,https://www.boxofficemojo.com/release/rl2106295041/?ref_=bo_yld_table_47
Jesus Revolution,2023,Feb 24,52102987.0,2575.0,-,,https://www.boxofficemojo.com/release/rl466125569/?ref_=bo_yld_table_48
No Hard Feelings,2023,Jun 23,50452282.0,3208.0,-,,https://www.boxofficemojo.com/release/rl4174349057/?ref_=bo_yld_table_49
Talk to Me,2023,Jul 28,48299436.0,2379.0,-,,https://www.boxofficemojo.com/release/rl3548742401/?ref_=bo_yld_table_50
Godzilla Minus One,2023,Dec 1,57144669.0,2622.0,-,,https://www.boxofficemojo.com/release/rl1285456641/?ref_=bo_yld_table_51
Gran Turismo,2023,Aug 25,44428554.0,3856.0,-,,https://www.boxofficemojo.com/release/rl3788079873/?ref_=bo_yld_table_52
The Color Purple,2023,Dec 25,60619191.0,3218.0,-,,https://www.boxofficemojo.com/release/rl577012481/?ref_=bo_yld_table_53
The Boogeyman,2023,Jun 2,43244282.0,3205.0,-,,https://www.boxofficemojo.com/release/rl3958932225/?ref_=bo_yld_table_54
A Haunting in Venice,2023,Sep 15,42471412.0,3305.0,-,,https://www.boxofficemojo.com/release/rl216040193/?ref_=bo_yld_table_55
The Creator,2023,Sep 29,40774679.0,3680.0,-,,https://www.boxofficemojo.com/release/rl3888743169/?ref_=bo_yld_table_56
80 for Brady,2023,Feb 3,39448525.0,3939.0,-,,https://www.boxofficemojo.com/release/rl3470820097/?ref_=bo_yld_table_57
The Boy and the Heron,2023,Dec 8,46832867.0,2325.0,-,,https://www.boxofficemojo.com/release/rl4222321409/?ref_=bo_yld_table_58
Knock at the Cabin,2023,Feb 3,35397980.0,3657.0,-,,https://www.boxofficemojo.com/release/rl3793191681/?ref_=bo_yld_table_59
Renaissance: A Film by Beyoncé,2023,Dec 1,33889684.0,2542.0,-,,https://www.boxofficemojo.com/release/rl347177729/?ref_=bo_yld_table_60
Missing,2023,Jan 20,32502025.0,3025.0,-,,https://www.boxofficemojo.com/release/rl3403318017/?ref_=bo_yld_table_61
Plane,2023,Jan 13,32111181.0,3060.0,-,,https://www.boxofficemojo.com/release/rl1992983297/?ref_=bo_yld_table_62
65,2023,Mar 10,32062904.0,3405.0,-,,https://www.boxofficemojo.com/release/rl4235821825/?ref_=bo_yld_table_63
Thanksgiving,2023,Nov 17,31908884.0,3204.0,-,,https://www.boxofficemojo.com/release/rl2760606465/?ref_=bo_yld_table_64
My Big Fat Greek Wedding 3,2023,Sep 8,28496030.0,3678.0,-,,https://www.boxofficemojo.com/release/rl780174081/?ref_=bo_yld_table_65
Asteroid City,2023,Jun 16,28153025.0,1901.0,-,,https://www.boxofficemojo.com/release/rl1592820481/?ref_=bo_yld_table_66
Magic Mike's Last Dance,2023,Feb 10,26005156.0,3034.0,-,,https://www.boxofficemojo.com/release/rl503218945/?ref_=bo_yld_table_67
Anyone But You,2023,Dec 22,88319668.0,3055.0,-,,https://www.boxofficemojo.com/release/rl3616572161/?ref_=bo_yld_table_68
Strays,2023,Aug 18,23988885.0,3232.0,-,,https://www.boxofficemojo.com/release/rl3174007553/?ref_=bo_yld_table_69
The Boys in the Boat,2023,Dec 25,52641306.0,2687.0,-,,https://www.boxofficemojo.com/release/rl43614977/?ref_=bo_yld_table_70
Priscilla,2023,Oct 27,20960939.0,2361.0,-,,https://www.boxofficemojo.com/release/rl1218675457/?ref_=bo_yld_table_71
"Are You There God? It's Me, Margaret.",2023,Apr 28,20372406.0,3343.0,-,,https://www.boxofficemojo.com/release/rl4079649537/?ref_=bo_yld_table_72
The Pope's Exorcist,2023,Apr 14,20009380.0,3178.0,-,,https://www.boxofficemojo.com/release/rl1187939073/?ref_=bo_yld_table_73
The Holdovers,2023,Oct 27,20355375.0,1601.0,-,,https://www.boxofficemojo.com/release/rl92504833/?ref_=bo_yld_table_74
The Blackening,2023,Jun 16,17707207.0,1775.0,-,,https://www.boxofficemojo.com/release/rl2565833473/?ref_=bo_yld_table_75
Book Club: The Next Chapter,2023,May 12,17581565.0,3513.0,-,,https://www.boxofficemojo.com/release/rl1943044865/?ref_=bo_yld_table_76
Pathaan,2023,Jan 25,17487476.0,697.0,-,,https://www.boxofficemojo.com/release/rl1474921217/?ref_=bo_yld_table_77
Black Panther: Wakanda Forever,2023,Nov 11,453829060.0,4396.0,-,,https://www.boxofficemojo.com/release/rl3573908993/?ref_=bo_yld_table_78
Renfield,2023,Apr 14,17297895.0,3378.0,-,,https://www.boxofficemojo.com/release/rl590381825/?ref_=bo_yld_table_79
The Blind,2023,Sep 28,17265487.0,1715.0,-,,https://www.boxofficemojo.com/release/rl2123662081/?ref_=bo_yld_table_80
The Covenant,2023,Apr 21,16938039.0,2631.0,-,,https://www.boxofficemojo.com/release/rl1928692481/?ref_=bo_yld_table_81
The Expendables 4,2023,Sep 22,16710153.0,3518.0,-,,https://www.boxofficemojo.com/release/rl2783019777/?ref_=bo_yld_table_82
Champions,2023,Mar 10,16397335.0,3039.0,-,,https://www.boxofficemojo.com/release/rl2395767553/?ref_=bo_yld_table_83
The Iron Claw,2023,Dec 22,35070296.0,2794.0,-,,https://www.boxofficemojo.com/release/rl1537442561/?ref_=bo_yld_table_84
Ruby Gillman: Teenage Kraken,2023,Jun 30,15753600.0,3408.0,-,,https://www.boxofficemojo.com/release/rl176587521/?ref_=bo_yld_table_85
Jawan,2023,Sep 7,15198530.0,826.0,-,,https://www.boxofficemojo.com/release/rl2106360577/?ref_=bo_yld_table_86
Titanic,2023,Feb 10,15096069.0,2464.0,-,,https://www.boxofficemojo.com/release/rl3167650561/?ref_=bo_yld_table_87
Animal,2023,Dec 1,15004482.0,698.0,-,,https://www.boxofficemojo.com/release/rl3300557569/?ref_=bo_yld_table_88
Dumb Money,2023,Sep 15,13925356.0,2837.0,-,,https://www.boxofficemojo.com/release/rl3028583169/?ref_=bo_yld_table_89
The Last Voyage of the Demeter,2023,Aug 11,13637180.0,2715.0,-,,https://www.boxofficemojo.com/release/rl2382856961/?ref_=bo_yld_table_90
Joy Ride,2023,Jul 7,12897789.0,2820.0,-,,https://www.boxofficemojo.com/release/rl2732688129/?ref_=bo_yld_table_91
His Only Son,2023,Mar 31,12392740.0,1930.0,-,,https://www.boxofficemojo.com/release/rl528515841/?ref_=bo_yld_table_92
The Whale,2023,Dec 9,17463630.0,1721.0,-,,https://www.boxofficemojo.com/release/rl4040786689/?ref_=bo_yld_table_93
About My Father,2023,May 26,12089391.0,2464.0,-,,https://www.boxofficemojo.com/release/rl2950791937/?ref_=bo_yld_table_94
Bottoms,2023,Aug 25,12036071.0,1265.0,-,,https://www.boxofficemojo.com/release/rl93946625/?ref_=bo_yld_table_95
The Shift,2023,Dec 1,12118219.0,2450.0,-,,https://www.boxofficemojo.com/release/rl2219016193/?ref_=bo_yld_table_96
After Death,2023,Oct 27,11478326.0,2730.0,-,,https://www.boxofficemojo.com/release/rl1236108033/?ref_=bo_yld_table_97
Saltburn,2023,Nov 17,11425829.0,1566.0,-,,https://www.boxofficemojo.com/release/rl104955905/?ref_=bo_yld_table_98
Past Lives,2023,Jun 2,11331983.0,906.0,-,,https://www.boxofficemojo.com/release/rl3498410753/?ref_=bo_yld_table_99
Suzume,2023,Apr 14,10932037.0,2170.0,-,,https://www.boxofficemojo.com/release/rl2163311361/?ref_=bo_yld_table_100
Ferrari,2023,Dec 25,18550028.0,2386.0,-,,https://www.boxofficemojo.com/release/rl390496257/?ref_=bo_yld_table_101
The Machine,2023,May 26,10458331.0,2409.0,-,,https://www.boxofficemojo.com/release/rl3287778049/?ref_=bo_yld_table_102
Whitney Houston: I Wanna Dance with Somebody,2023,Dec 23,23708080.0,3625.0,-,,https://www.boxofficemojo.com/release/rl101810945/?ref_=bo_yld_table_103
Poor Things,2023,Dec 8,34553225.0,2300.0,-,,https://www.boxofficemojo.com/release/rl3566306049/?ref_=bo_yld_table_104
The Nightmare Before Christmas,2023,Oct 20,10251956.0,2185.0,-,,https://www.boxofficemojo.com/release/rl2880799489/?ref_=bo_yld_table_105
Demon Slayer: Kimetsu No Yaiba - To the Swordsmith Village,2023,Mar 3,10117806.0,1774.0,-,,https://www.boxofficemojo.com/release/rl3313664769/?ref_=bo_yld_table_106
House Party,2023,Jan 13,9002247.0,1400.0,-,,https://www.boxofficemojo.com/release/rl1456964353/?ref_=bo_yld_table_107
Radical,2023,Nov 3,8702731.0,534.0,-,,https://www.boxofficemojo.com/release/rl1335788289/?ref_=bo_yld_table_108
Salaar,2023,Dec 22,8929282.0,802.0,-,,https://www.boxofficemojo.com/release/rl2487451649/?ref_=bo_yld_table_109
Silent Night,2023,Dec 1,8012103.0,1873.0,-,,https://www.boxofficemojo.com/release/rl1018987265/?ref_=bo_yld_table_110
Beau Is Afraid,2023,Apr 14,8176562.0,2125.0,-,,https://www.boxofficemojo.com/release/rl1022984961/?ref_=bo_yld_table_111
The Hill,2023,Aug 25,7665865.0,1703.0,-,,https://www.boxofficemojo.com/release/rl1476166401/?ref_=bo_yld_table_112
Sisu,2023,Apr 28,7265622.0,1006.0,-,,https://www.boxofficemojo.com/release/rl2306900737/?ref_=bo_yld_table_113
Star Wars: Episode VI - Return of the Jedi,2023,Apr 28,7259924.0,475.0,-,,https://www.boxofficemojo.com/release/rl1133413121/?ref_=bo_yld_table_114
Everything Everywhere All at Once,2023,Mar 25,77191785.0,2220.0,-,,https://www.boxofficemojo.com/release/rl3861218049/?ref_=bo_yld_table_115
Dunki,2023,Dec 21,7460159.0,650.0,-,,https://www.boxofficemojo.com/release/rl2847769345/?ref_=bo_yld_table_116
Coraline,2023,Aug 14,7149366.0,1469.0,-,,https://www.boxofficemojo.com/release/rl3214443265/?ref_=bo_yld_table_117
Retribution,2023,Aug 25,6937696.0,1750.0,-,,https://www.boxofficemojo.com/release/rl178029313/?ref_=bo_yld_table_118
Journey to Bethlehem,2023,Nov 10,6820796.0,2002.0,-,,https://www.boxofficemojo.com/release/rl330924801/?ref_=bo_yld_table_119
Next Goal Wins,2023,Nov 17,6713826.0,2240.0,-,,https://www.boxofficemojo.com/release/rl3805971201/?ref_=bo_yld_table_120
Operation Fortune: Ruse de Guerre,2023,Mar 3,6496125.0,2168.0,-,,https://www.boxofficemojo.com/release/rl3305145089/?ref_=bo_yld_table_121
BTS: Yet to Come in Cinemas,2023,Feb 1,8481053.0,1210.0,-,,https://www.boxofficemojo.com/release/rl1828487937/?ref_=bo_yld_table_122
Babylon,2023,Dec 23,15658225.0,3351.0,-,,https://www.boxofficemojo.com/release/rl2308997633/?ref_=bo_yld_table_123
Love Again,2023,May 5,6230837.0,2703.0,-,,https://www.boxofficemojo.com/release/rl4031233/?ref_=bo_yld_table_124
Dream Scenario,2023,Nov 10,5742193.0,1578.0,-,,https://www.boxofficemojo.com/release/rl2292482817/?ref_=bo_yld_table_125
The Fabelmans,2023,Nov 11,17348945.0,1962.0,-,,https://www.boxofficemojo.com/release/rl337871617/?ref_=bo_yld_table_126
The Chosen Season 3 Finale,2023,Feb 2,5525069.0,1979.0,-,,https://www.boxofficemojo.com/release/rl1308394241/?ref_=bo_yld_table_127
Nefarious,2023,Apr 14,5433685.0,933.0,-,,https://www.boxofficemojo.com/release/rl1073644289/?ref_=bo_yld_table_128
Big George Foreman,2023,Apr 28,5426772.0,3054.0,-,,https://www.boxofficemojo.com/release/rl135365377/?ref_=bo_yld_table_129
Waitress: The Musical,2023,Dec 7,5402148.0,1214.0,-,,https://www.boxofficemojo.com/release/rl306479105/?ref_=bo_yld_table_130
Tiger 3,2023,Nov 11,5365263.0,779.0,-,,https://www.boxofficemojo.com/release/rl2410840833/?ref_=bo_yld_table_131
Women Talking,2023,Dec 23,5456531.0,707.0,-,,https://www.boxofficemojo.com/release/rl784827137/?ref_=bo_yld_table_132
Freelance,2023,Oct 27,5314136.0,2057.0,-,,https://www.boxofficemojo.com/release/rl329679617/?ref_=bo_yld_table_133
Infinity Pool,2023,Jan 27,5078400.0,1835.0,-,,https://www.boxofficemojo.com/release/rl4009329409/?ref_=bo_yld_table_134
Hocus Pocus,2023,Oct 6,4929004.0,1430.0,-,,https://www.boxofficemojo.com/release/rl1018200833/?ref_=bo_yld_table_135
You Hurt My Feelings,2023,May 26,4830788.0,912.0,-,,https://www.boxofficemojo.com/release/rl3699737345/?ref_=bo_yld_table_136
Kandahar,2023,May 26,4813132.0,2105.0,-,,https://www.boxofficemojo.com/release/rl1375503105/?ref_=bo_yld_table_137
Golda,2023,Aug 25,4801781.0,883.0,-,,https://www.boxofficemojo.com/release/rl3656090369/?ref_=bo_yld_table_138
It Lives Inside,2023,Sep 22,4675092.0,2005.0,-,,https://www.boxofficemojo.com/release/rl1487897345/?ref_=bo_yld_table_139
Hypnotic,2023,May 12,4500169.0,2118.0,-,,https://www.boxofficemojo.com/release/rl982024961/?ref_=bo_yld_table_140
Stop Making Sense,2023,Sep 22,5211310.0,786.0,-,,https://www.boxofficemojo.com/release/rl933921537/?ref_=bo_yld_table_141
Marlowe,2023,Feb 15,4350243.0,2281.0,-,,https://www.boxofficemojo.com/release/rl1593606913/?ref_=bo_yld_table_142
The Amazing Maurice,2023,Feb 3,4303645.0,1717.0,-,,https://www.boxofficemojo.com/release/rl317883137/?ref_=bo_yld_table_143
Mummies,2023,Feb 24,4275970.0,384.0,-,,https://www.boxofficemojo.com/release/rl2532410113/?ref_=bo_yld_table_144
Theater Camp,2023,Jul 14,4009945.0,555.0,-,,https://www.boxofficemojo.com/release/rl1652851457/?ref_=bo_yld_table_145
Ponniyin Selvan: Part Two,2023,Apr 28,3813000.0,,-,,https://www.boxofficemojo.com/release/rl848331521/?ref_=bo_yld_table_146
Anatomy of a Fall,2023,Oct 13,5076369.0,583.0,-,,https://www.boxofficemojo.com/release/rl1739752193/?ref_=bo_yld_table_147
Left Behind: Rise of the Antichrist,2023,Jan 26,3649422.0,1407.0,-,,https://www.boxofficemojo.com/release/rl3337192193/?ref_=bo_yld_table_148
The Journey: A Music Special from Andrea Bocelli,2023,Apr 2,3574915.0,1074.0,-,,https://www.boxofficemojo.com/release/rl1049461505/?ref_=bo_yld_table_149
Chevalier,2023,Apr 21,3541159.0,1281.0,-,,https://www.boxofficemojo.com/release/rl165708545/?ref_=bo_yld_table_150
Mafia Mamma,2023,Apr 14,3496761.0,2002.0,-,,https://www.boxofficemojo.com/release/rl646087425/?ref_=bo_yld_table_151
The Wandering Earth II,2023,Jan 22,5023132.0,172.0,-,,https://www.boxofficemojo.com/release/rl1190560513/?ref_=bo_yld_table_152
A Thousand and One,2023,Mar 31,3400020.0,926.0,-,,https://www.boxofficemojo.com/release/rl3773006593/?ref_=bo_yld_table_153
Violent Night,2023,Dec 2,50057405.0,3723.0,-,,https://www.boxofficemojo.com/release/rl4179395329/?ref_=bo_yld_table_154
What Happens Later,2023,Nov 3,3273895.0,1492.0,-,,https://www.boxofficemojo.com/release/rl2931196673/?ref_=bo_yld_table_155
2023 Oscar Nominated Short Films: Live Action,2023,Feb 17,3025631.0,357.0,-,,https://www.boxofficemojo.com/release/rl2357232385/?ref_=bo_yld_table_156
Living,2023,Dec 23,3038113.0,644.0,-,,https://www.boxofficemojo.com/release/rl3218244353/?ref_=bo_yld_table_157
Jurassic Park,2023,Aug 25,2970355.0,1224.0,-,,https://www.boxofficemojo.com/release/rl94995201/?ref_=bo_yld_table_158
The Menu,2023,Nov 18,38501125.0,3228.0,-,,https://www.boxofficemojo.com/release/rl2839380737/?ref_=bo_yld_table_159
Tu Jhoothi Main Makkaar,2023,Mar 8,2503604.0,400.0,-,,https://www.boxofficemojo.com/release/rl3657270017/?ref_=bo_yld_table_160
Come Out in Jesus Name,2023,Mar 13,2500574.0,1047.0,-,,https://www.boxofficemojo.com/release/rl4035412737/?ref_=bo_yld_table_161
The Miracle Club,2023,Jul 14,2402780.0,677.0,-,,https://www.boxofficemojo.com/release/rl983663361/?ref_=bo_yld_table_162
A Good Person,2023,Mar 24,2210465.0,687.0,-,,https://www.boxofficemojo.com/release/rl566723329/?ref_=bo_yld_table_163
Spirited Away: Live on Stage,2023,Apr 23,1455081.0,1046.0,-,,https://www.boxofficemojo.com/release/rl3001450497/?ref_=bo_yld_table_164
Moving On,2023,Mar 17,2136832.0,794.0,-,,https://www.boxofficemojo.com/release/rl1374716673/?ref_=bo_yld_table_165
Skinamarink,2023,Jan 13,2052272.0,809.0,-,,https://www.boxofficemojo.com/release/rl2767291137/?ref_=bo_yld_table_166
Die Hard,2023,Dec 8,2048453.0,1355.0,-,,https://www.boxofficemojo.com/release/rl3108274177/?ref_=bo_yld_table_167
Jules,2023,Aug 11,1924922.0,780.0,-,,https://www.boxofficemojo.com/release/rl2325447425/?ref_=bo_yld_table_168
Somewhere in Queens,2023,Apr 21,1802442.0,602.0,-,,https://www.boxofficemojo.com/release/rl1978434305/?ref_=bo_yld_table_169
The Marsh King's Daughter,2023,Nov 3,1792905.0,1055.0,-,,https://www.boxofficemojo.com/release/rl280265473/?ref_=bo_yld_table_170
Oldboy,2023,Aug 16,1750719.0,250.0,-,,https://www.boxofficemojo.com/release/rl2460451585/?ref_=bo_yld_table_171
Winnie-the-Pooh: Blood and Honey,2023,Feb 15,2082898.0,1652.0,-,,https://www.boxofficemojo.com/release/rl3925050113/?ref_=bo_yld_table_172
Fear,2023,Jan 27,2090261.0,974.0,-,,https://www.boxofficemojo.com/release/rl772702977/?ref_=bo_yld_table_173
Lost in the Stars,2023,Jul 7,1721446.0,,-,,https://www.boxofficemojo.com/release/rl883393281/?ref_=bo_yld_table_174
Creation of the Gods I: Kingdom of Storms,2023,Sep 22,1706355.0,115.0,-,,https://www.boxofficemojo.com/release/rl1487569665/?ref_=bo_yld_table_175
American Fiction,2023,Dec 15,21098470.0,1902.0,-,,https://www.boxofficemojo.com/release/rl2073330433/?ref_=bo_yld_table_176
The Retirement Plan,2023,Sep 15,1607344.0,1175.0,-,,https://www.boxofficemojo.com/release/rl4267671553/?ref_=bo_yld_table_177
Polite Society,2023,Apr 28,1595585.0,927.0,-,,https://www.boxofficemojo.com/release/rl1407615745/?ref_=bo_yld_table_178
That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,2023,Jan 20,2500000.0,1473.0,-,,https://www.boxofficemojo.com/release/rl3522724609/?ref_=bo_yld_table_179
The Banshees of Inisherin,2023,Oct 21,10582266.0,1205.0,-,,https://www.boxofficemojo.com/release/rl925926145/?ref_=bo_yld_table_180
The Quiet Girl,2023,Feb 24,1500014.0,244.0,-,,https://www.boxofficemojo.com/release/rl3213067009/?ref_=bo_yld_table_181
BlackBerry,2023,May 12,1476597.0,449.0,-,,https://www.boxofficemojo.com/release/rl3388965633/?ref_=bo_yld_table_182
Dicks: The Musical,2023,Oct 6,1453012.0,635.0,-,,https://www.boxofficemojo.com/release/rl1084523265/?ref_=bo_yld_table_183
Eileen,2023,Dec 1,1435007.0,558.0,-,,https://www.boxofficemojo.com/release/rl893747201/?ref_=bo_yld_table_184
Maybe I Do,2023,Jan 27,1293722.0,465.0,-,,https://www.boxofficemojo.com/release/rl1240236801/?ref_=bo_yld_table_185
The First Slam Dunk,2023,Jul 28,1291869.0,581.0,-,,https://www.boxofficemojo.com/release/rl1587315457/?ref_=bo_yld_table_186
Billie Eilish: Live at the O2 (Extended Cut),2023,Jan 27,1290000.0,600.0,-,,https://www.boxofficemojo.com/release/rl2331673345/?ref_=bo_yld_table_187
The Big Lebowski,2023,Mar 6,18718818.0,1235.0,-,,https://www.boxofficemojo.com/release/rl239568385/?ref_=bo_yld_table_188
Back to the Future,2023,Jul 3,212326307.0,1550.0,-,,https://www.boxofficemojo.com/release/rl2974385665/?ref_=bo_yld_table_189
Tár,2023,Oct 7,6773650.0,1090.0,-,,https://www.boxofficemojo.com/release/rl605979393/?ref_=bo_yld_table_190
The Lost King,2023,Mar 24,1188032.0,753.0,-,,https://www.boxofficemojo.com/release/rl2749203201/?ref_=bo_yld_table_191
The Lord of the Rings: The Return of the King,2023,Apr 13,1176085.0,1107.0,-,,https://www.boxofficemojo.com/release/rl3984687873/?ref_=bo_yld_table_192
Camp Hideout,2023,Sep 15,1125010.0,848.0,-,,https://www.boxofficemojo.com/release/rl530678529/?ref_=bo_yld_table_193
Strange World,2023,Nov 23,37968963.0,4174.0,-,,https://www.boxofficemojo.com/release/rl3422914049/?ref_=bo_yld_table_194
Close,2023,Jan 27,1100113.0,233.0,-,,https://www.boxofficemojo.com/release/rl2079163137/?ref_=bo_yld_table_195
Emily,2023,Feb 17,1097067.0,579.0,-,,https://www.boxofficemojo.com/release/rl2666693377/?ref_=bo_yld_table_196
Knights of the Zodiac,2023,May 12,1090155.0,588.0,-,,https://www.boxofficemojo.com/release/rl4203184897/?ref_=bo_yld_table_197
Broker,2023,Dec 23,1046899.0,271.0,-,,https://www.boxofficemojo.com/release/rl586646273/?ref_=bo_yld_table_198
Showing Up,2023,Apr 7,754483.0,115.0,-,,https://www.boxofficemojo.com/release/rl956203777/?ref_=bo_yld_table_199
Inside,2023,Mar 17,918415.0,357.0,-,,https://www.boxofficemojo.com/release/rl132023041/?ref_=bo_yld_table_200
Inside Out 2,2024,Jun 14,652980194.0,4440.0,-,,https://www.boxofficemojo.com/release/rl3638199041/?ref_=bo_yld_table_1
Deadpool & Wolverine,2024,Jul 26,636745858.0,4330.0,-,,https://www.boxofficemojo.com/release/rl4108092161/?ref_=bo_yld_table_2
Wicked,2024,Nov 22,474983975.0,3888.0,-,,https://www.boxofficemojo.com/release/rl1199474177/?ref_=bo_yld_table_3
Moana 2,2024,Nov 27,460405297.0,4200.0,-,,https://www.boxofficemojo.com/release/rl862748673/?ref_=bo_yld_table_4
Despicable Me 4,2024,Jul 3,361004205.0,4449.0,-,,https://www.boxofficemojo.com/release/rl2603516673/?ref_=bo_yld_table_5
